visa_type,continent,age,education_level,occupation_category,income_level_usd,has_strong_home_ties,prior_visa_violations,prior_us_travel,documentation_quality,social_media_flag,criminal_background,admin_processing_delay,country_of_origin,approval_status,gender,marital_status,number_of_dependents
TN,Asia,32,High School,Athlete,22521.570770038703,No,No,Never,High,Clean,No,No,India,1,Male,Single,1
O-1,Asia,44,Bachelor,Athlete,22334.311347609997,Yes,No,Once,High,Clean,No,No,India,1,Male,Married,1
F-1,South America,78,High School,Technician,45200.379307284646,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Single,1
J-1,South America,6,Bachelor,Technician,23800.64804939738,No,No,Multiple,Low,Clean,No,No,Argentina,1,Male,Single,0
F-1,Africa,28,High School,Businessperson,27081.772170157772,Yes,No,Never,Low,Clean,No,No,Nigeria,1,Male,Single,0
B-1,South America,18,High School,Scientist,59939.04284097019,No,No,Never,Medium,Negative Content,No,No,Colombia,0,Male,Single,1
J-1,Europe,22,PhD,Athlete,0.0,Yes,No,Multiple,Medium,Clean,No,No,France,1,Female,Single,0
J-1,South America,39,Master,Businessperson,31852.009872471477,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Single,0
F-1,North America,60,High School,Professor,31039.70569450744,Yes,No,Never,Low,Clean,No,No,Mexico,1,Other,Married,1
TN,Africa,44,High School,Businessperson,37917.06846961398,Yes,No,Multiple,Medium,Clean,No,Yes,Kenya,1,Male,Married,1
O-1,Europe,70,Master,Athlete,34550.89559589925,Yes,No,Never,High,Clean,Yes,No,UK,1,Female,Single,3
L-1,Asia,33,High School,Athlete,34834.70325495329,Yes,No,Once,High,Clean,No,No,Philippines,1,Female,Divorced,0
TN,North America,49,Master,Businessperson,17054.993872862506,Yes,No,Multiple,Medium,Clean,No,No,Canada,1,Male,Married,0
TN,South America,25,PhD,Technician,56437.591530568985,Yes,No,Never,Medium,Clean,No,No,Argentina,1,Female,Single,2
B-2,North America,16,Bachelor,Scientist,16501.1986296025,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Married,1
TN,Asia,57,Master,Professor,51377.69653517172,Yes,No,Never,High,Clean,No,Yes,India,1,Male,Divorced,0
L-1,Africa,47,Master,Scientist,27699.48743265888,Yes,No,Multiple,Medium,Clean,No,No,South Africa,1,Female,Single,1
B-1,Africa,26,Bachelor,Scientist,22931.079466966617,Yes,No,Multiple,High,Clean,No,Yes,Kenya,1,Male,Single,1
J-1,Africa,60,Bachelor,Athlete,27821.367556147776,Yes,No,Multiple,Medium,Clean,No,No,Nigeria,1,Female,Married,1
J-1,North America,54,High School,Businessperson,35077.86311167144,Yes,No,Never,High,Clean,No,No,Mexico,1,Male,Married,2
B-1,Europe,38,Master,Technician,15147.749304911447,Yes,No,Never,High,Clean,No,No,France,1,Female,Divorced,1
B-2,South America,45,Master,Technician,15617.701806069612,Yes,Yes,Never,High,Clean,No,No,Argentina,1,Male,Married,1
J-1,Asia,14,Bachelor,Athlete,43124.86568110094,Yes,No,Once,High,Clean,No,No,Philippines,1,Male,Single,0
L-1,North America,45,Master,Professor,28005.497688384577,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Male,Married,2
B-1,Asia,39,PhD,Businessperson,19562.023623119014,Yes,No,Never,Medium,Clean,No,No,China,1,Female,Single,3
J-1,North America,69,High School,Scientist,57015.07805548166,Yes,No,Never,High,Clean,No,No,Guatemala,1,Female,Single,1
L-1,South America,54,Master,Student,38143.02485313519,Yes,No,Once,High,Clean,No,Yes,Argentina,1,Other,Single,2
B-1,North America,53,High School,Technician,47570.15374509466,Yes,No,Never,High,Clean,No,No,Mexico,1,Female,Single,1
B-1,Africa,36,Master,Technician,30173.181992235714,Yes,No,Never,Medium,Clean,No,No,South Africa,1,Male,Single,1
B-1,North America,26,Bachelor,Athlete,6332.568187224595,Yes,No,Once,High,Clean,No,No,Canada,1,Female,Divorced,1
B-2,North America,2,Master,Businessperson,17434.446731187116,Yes,No,Multiple,High,Clean,No,No,Guatemala,1,Male,Married,2
B-1,South America,10,High School,Professor,48859.222679283404,Yes,No,Once,High,Clean,No,No,Brazil,1,Male,Single,2
TN,Africa,66,Bachelor,Student,35643.06973609066,No,No,Never,Medium,Clean,No,No,Kenya,1,Female,Single,0
O-1,South America,12,High School,Technician,54263.06222099456,Yes,No,Never,Low,Clean,No,No,Argentina,1,Male,Married,1
F-1,Asia,3,Master,Technician,11118.042158963595,No,No,Never,Low,Clean,No,Yes,Philippines,1,Female,Divorced,0
F-1,North America,26,High School,Technician,5871.2904102923385,Yes,No,Once,Medium,Clean,Yes,No,Canada,0,Female,Married,1
B-1,South America,77,Bachelor,Scientist,58089.959933349746,Yes,No,Once,High,Clean,Yes,No,Colombia,1,Female,Married,1
J-1,Europe,67,Bachelor,Student,8568.320874379795,Yes,No,Never,High,Clean,No,No,Germany,1,Male,Single,3
TN,Europe,31,Master,Professor,3330.879774184097,Yes,No,Once,Medium,Clean,No,No,Germany,1,Other,Married,2
TN,Europe,18,Bachelor,Athlete,30677.99467074831,No,No,Never,High,Clean,No,No,France,1,Male,Divorced,2
F-1,South America,41,Master,Athlete,15013.493859862485,Yes,No,Once,Low,Clean,No,No,Colombia,1,Male,Single,0
L-1,North America,48,Master,Technician,31874.18064903347,No,No,Never,Medium,Clean,No,No,Mexico,1,Male,Married,1
L-1,Europe,71,Bachelor,Athlete,11250.045482053723,Yes,No,Never,High,Clean,No,No,Russia,1,Female,Single,2
J-1,Africa,67,High School,Businessperson,19094.306415130693,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,0
L-1,Europe,3,PhD,Professor,20260.114754914815,Yes,No,Once,High,Clean,No,No,Russia,1,Male,Single,1
O-1,Europe,31,Bachelor,Technician,7759.812682697688,Yes,No,Never,High,Clean,No,No,UK,1,Other,Single,1
J-1,North America,67,None,Student,0.0,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Other,Single,1
L-1,Europe,67,Bachelor,Athlete,28399.441884494718,Yes,No,Never,Low,Clean,No,No,UK,1,Male,Single,1
B-1,Europe,42,High School,Athlete,37735.46763128924,Yes,No,Never,High,Clean,No,No,Russia,1,Female,Single,0
TN,North America,23,Bachelor,Scientist,69195.57481876362,Yes,No,Never,High,Clean,No,No,Canada,1,Female,Married,1
L-1,Europe,24,Master,Student,9420.545055232502,Yes,No,Never,Medium,Clean,No,No,Germany,1,Male,Married,3
TN,South America,68,Bachelor,Technician,12368.265927206481,Yes,No,Once,High,Clean,No,No,Brazil,1,Male,Married,1
B-1,Africa,79,Master,Businessperson,64850.11716336417,Yes,No,Never,Medium,Clean,No,No,South Africa,1,Other,Single,1
L-1,South America,40,Master,Businessperson,16326.133643268406,Yes,No,Multiple,Medium,Clean,No,Yes,Argentina,1,Female,Married,1
L-1,Europe,53,None,Technician,61510.39426871532,Yes,No,Never,High,Clean,No,No,Germany,1,Male,Married,2
L-1,Africa,68,PhD,Scientist,0.0,Yes,No,Once,High,Clean,No,No,South Africa,1,Female,Divorced,1
B-1,Asia,22,Bachelor,Professor,55121.37889599195,Yes,No,Once,Low,Clean,No,No,Pakistan,1,Female,Single,2
L-1,Africa,75,High School,Technician,46954.465763215805,Yes,No,Never,High,Clean,No,No,Nigeria,1,Male,Single,2
L-1,North America,49,Bachelor,Student,45015.147050089116,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Female,Married,0
TN,Africa,68,None,Businessperson,0.0,Yes,No,Multiple,High,Clean,No,No,Nigeria,1,Female,Married,0
O-1,South America,40,Master,Student,30394.84443008265,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Single,1
B-2,North America,77,Master,Technician,4976.855240302248,Yes,No,Multiple,Medium,Clean,No,No,Guatemala,1,Female,Single,2
B-1,South America,24,High School,Businessperson,42936.90852802367,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Divorced,2
O-1,South America,45,High School,Professor,26705.672533652643,Yes,No,Multiple,Medium,Clean,No,No,Argentina,1,Female,Married,3
F-1,Asia,0,Master,Technician,0.0,Yes,No,Never,High,Clean,No,No,Pakistan,1,Female,Married,2
TN,Europe,26,PhD,Athlete,25440.795245925343,Yes,No,Never,Medium,Clean,Yes,No,UK,1,Male,Single,2
J-1,Asia,40,High School,Technician,14484.87565773484,Yes,No,Never,High,Clean,No,Yes,Pakistan,1,Male,Single,0
TN,Europe,53,Master,Technician,48516.88712151916,Yes,Yes,Never,Low,Clean,No,No,UK,1,Male,Single,0
B-2,South America,27,Master,Professor,58187.17789813466,Yes,No,Never,High,Clean,No,No,Colombia,1,Male,Widowed,1
O-1,Africa,16,High School,Athlete,32035.190064065213,Yes,No,Never,Low,Clean,No,No,Kenya,1,Other,Married,1
O-1,Europe,75,PhD,Scientist,15924.230106546835,No,No,Multiple,Medium,Clean,No,No,Russia,0,Male,Single,0
L-1,Asia,37,None,Scientist,19129.9966220314,No,No,Never,High,Negative Content,No,Yes,China,0,Male,Single,0
F-1,North America,39,PhD,Businessperson,41797.73222190814,Yes,No,Never,Low,Clean,No,No,Guatemala,1,Other,Married,6
F-1,Asia,43,Master,Professor,25001.464988602114,Yes,No,Once,High,Clean,No,No,Pakistan,1,Female,Widowed,1
L-1,South America,63,PhD,Student,41970.07651803814,Yes,No,Never,Medium,Negative Content,No,No,Colombia,1,Female,Married,0
O-1,South America,71,Bachelor,Businessperson,56795.62996405542,No,No,Multiple,High,Clean,No,No,Argentina,1,Male,Divorced,0
TN,Asia,66,Bachelor,Professor,723.807227310248,No,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Married,2
O-1,Asia,44,PhD,Scientist,32054.359984618797,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Female,Single,1
L-1,North America,32,High School,Professor,4948.4850426367775,Yes,No,Once,High,Clean,No,No,Mexico,1,Male,Single,2
B-2,Europe,42,High School,Scientist,0.0,Yes,No,Never,Medium,Clean,No,No,UK,1,Female,Married,0
B-1,South America,61,High School,Professor,36689.22968338554,Yes,No,Multiple,Medium,Clean,No,Yes,Colombia,1,Female,Married,1
B-2,Europe,15,Master,Scientist,33233.7321953928,Yes,No,Never,Medium,Clean,No,No,Russia,1,Male,Divorced,0
B-1,South America,65,Master,Businessperson,16541.654689292096,Yes,No,Once,High,Clean,No,No,Argentina,1,Female,Single,1
F-1,South America,79,Master,Professor,71426.2554084989,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Male,Single,0
J-1,Asia,14,High School,Student,15224.25093313077,No,No,Never,High,Clean,No,No,Philippines,1,Female,Single,2
L-1,Asia,72,High School,Student,9034.448473854241,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,2
B-2,Africa,3,Master,Student,35996.35916805343,Yes,No,Multiple,High,Clean,No,No,Kenya,1,Female,Single,4
F-1,Asia,4,High School,Professor,6661.212572171044,Yes,No,Multiple,High,Clean,No,Yes,Philippines,1,Female,Married,2
B-2,Africa,23,Master,Businessperson,24623.69195575973,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Male,Married,1
O-1,South America,10,Bachelor,Scientist,51635.06494484631,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Single,0
B-1,North America,39,Bachelor,Scientist,23120.266233944734,Yes,No,Multiple,High,Clean,No,No,Mexico,1,Male,Married,0
L-1,Europe,37,Master,Student,0.0,Yes,No,Never,High,Clean,No,No,Russia,1,Female,Married,1
O-1,Europe,21,High School,Technician,19375.158347837394,Yes,Yes,Never,Medium,Clean,No,No,Russia,0,Female,Married,0
B-1,North America,0,Master,Businessperson,41931.744782707734,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Female,Married,1
O-1,North America,50,High School,Athlete,10083.530949478889,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Female,Married,2
B-1,Asia,5,High School,Student,54944.8088413067,No,No,Once,Low,Clean,No,No,Philippines,0,Male,Single,1
B-1,South America,39,None,Student,25654.66963475617,Yes,No,Multiple,Low,Clean,No,No,Colombia,1,Male,Married,0
O-1,Europe,48,High School,Technician,26326.878179161413,Yes,No,Multiple,High,Clean,No,No,France,1,Male,Single,2
F-1,North America,15,None,Scientist,13107.074702782225,Yes,No,Never,High,Clean,No,No,Mexico,1,Female,Single,0
L-1,South America,40,High School,Athlete,35642.2707420761,Yes,No,Once,Medium,Clean,No,No,Brazil,1,Male,Married,2
J-1,Europe,70,Bachelor,Technician,11342.656812584515,Yes,No,Never,Medium,Clean,No,No,France,1,Female,Married,3
B-2,South America,6,Bachelor,Professor,42618.65930740503,Yes,No,Never,Low,Negative Content,No,No,Argentina,1,Male,Single,1
TN,Africa,1,Bachelor,Professor,0.0,No,No,Never,High,Clean,No,Yes,Ghana,1,Female,Single,0
B-1,Europe,53,High School,Technician,30864.023459572363,Yes,No,Multiple,Low,Clean,No,No,Russia,1,Male,Single,0
L-1,Africa,47,Bachelor,Professor,0.0,Yes,No,Once,Medium,Clean,No,No,Ghana,1,Male,Single,0
B-2,South America,70,Bachelor,Professor,40423.34897442718,Yes,No,Never,High,Clean,No,No,Colombia,1,Male,Single,0
L-1,Asia,72,None,Scientist,38071.53047278978,Yes,No,Once,Medium,Clean,No,No,Pakistan,0,Female,Married,0
O-1,North America,23,High School,Technician,23408.382863267216,Yes,No,Never,High,Clean,No,No,Mexico,1,Female,Widowed,1
B-2,Africa,25,High School,Athlete,8016.769175222133,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Single,2
L-1,Asia,71,High School,Athlete,39629.70686273525,Yes,No,Never,Medium,Clean,No,No,Philippines,0,Male,Married,0
J-1,Europe,46,Bachelor,Scientist,16935.139802243757,Yes,No,Never,High,Clean,No,Yes,UK,1,Female,Single,0
TN,North America,49,PhD,Athlete,54868.794605570525,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Female,Married,2
L-1,South America,26,None,Professor,15985.721665874158,Yes,No,Never,Low,Clean,No,No,Colombia,1,Other,Single,0
TN,North America,52,High School,Businessperson,11566.841006709747,Yes,No,Never,Medium,Clean,No,No,Canada,1,Female,Married,3
L-1,Asia,19,Master,Scientist,61871.11047702996,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Female,Married,1
TN,Asia,62,Bachelor,Businessperson,49262.957133369084,Yes,No,Never,Medium,Clean,No,No,India,1,Female,Single,3
B-1,Europe,0,High School,Student,24987.58411164062,Yes,No,Once,Medium,Clean,No,Yes,France,1,Male,Married,2
TN,South America,64,High School,Student,37589.011218406544,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Female,Single,0
TN,Europe,67,Master,Professor,29882.4571482614,Yes,No,Multiple,Medium,Clean,No,Yes,UK,1,Male,Married,1
B-1,South America,76,Bachelor,Student,39617.399092881875,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Single,2
B-1,Europe,5,Bachelor,Professor,30622.917681686697,Yes,No,Once,Medium,Clean,No,No,France,1,Male,Married,3
O-1,North America,53,Master,Technician,0.0,No,Yes,Multiple,Medium,Clean,No,Yes,Guatemala,0,Male,Single,0
TN,South America,19,Bachelor,Student,24614.034736890655,Yes,No,Once,Low,Clean,No,No,Argentina,1,Female,Single,2
L-1,South America,9,None,Businessperson,39221.35209684699,Yes,No,Once,Medium,Clean,No,No,Colombia,1,Male,Single,1
J-1,South America,35,Bachelor,Scientist,49030.33587605167,Yes,No,Multiple,Medium,Clean,No,No,Brazil,1,Male,Married,2
B-2,Europe,8,Bachelor,Technician,13652.160981606174,Yes,No,Once,Medium,Clean,No,No,Russia,1,Male,Single,3
B-1,Europe,45,High School,Athlete,22123.058226350804,Yes,No,Multiple,High,Clean,No,No,Germany,1,Male,Single,0
F-1,Europe,22,PhD,Scientist,26234.015044899654,Yes,No,Once,Medium,Clean,No,No,Germany,1,Female,Single,1
L-1,Asia,53,High School,Athlete,15952.59820398024,Yes,No,Never,Low,Clean,No,No,China,1,Female,Single,3
J-1,North America,68,Bachelor,Scientist,52965.60333096364,Yes,No,Multiple,Low,Clean,No,No,Canada,1,Female,Single,2
J-1,Europe,48,Bachelor,Technician,28755.6744087349,Yes,No,Once,Low,Clean,No,No,France,1,Female,Married,3
B-1,North America,10,Bachelor,Businessperson,20727.55445466707,Yes,No,Multiple,High,Clean,No,No,Canada,1,Male,Single,1
O-1,Africa,7,PhD,Technician,0.0,Yes,No,Once,Medium,Clean,No,No,Ghana,1,Male,Divorced,1
B-1,Europe,26,Bachelor,Athlete,38441.864141057216,Yes,No,Once,Medium,Clean,No,No,Russia,1,Female,Married,0
O-1,South America,13,High School,Professor,18750.984618715054,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Single,0
F-1,South America,5,Master,Businessperson,18404.429960008012,Yes,No,Never,Medium,Negative Content,No,No,Brazil,1,Male,Single,0
F-1,Africa,53,Master,Scientist,2628.455647934883,Yes,No,Multiple,High,Clean,No,No,Nigeria,1,Male,Single,0
B-1,Europe,24,Master,Businessperson,29754.12403802535,Yes,No,Never,High,Clean,No,No,Germany,1,Female,Single,2
B-2,South America,41,Bachelor,Businessperson,24294.744518156167,Yes,No,Once,High,Clean,No,No,Brazil,1,Female,Married,2
TN,South America,19,PhD,Businessperson,40110.68165763332,No,No,Never,Medium,Clean,No,No,Argentina,1,Male,Married,1
B-1,Africa,60,Master,Athlete,45993.88485823007,Yes,No,Once,Medium,Clean,No,No,Nigeria,1,Female,Single,1
B-1,South America,42,Master,Scientist,17781.90853001013,Yes,Yes,Once,High,Clean,No,No,Colombia,1,Female,Married,1
J-1,North America,5,Bachelor,Professor,49375.62716994541,Yes,No,Once,High,Clean,No,No,Mexico,1,Male,Single,0
B-1,North America,62,Master,Technician,32370.634594833227,Yes,No,Once,High,Clean,No,No,Mexico,1,Male,Married,5
B-1,Asia,6,High School,Student,38786.608285215785,No,No,Never,Medium,Clean,No,No,India,0,Male,Divorced,3
B-1,Asia,29,Master,Scientist,41216.37189649624,Yes,No,Once,High,Clean,No,No,Philippines,1,Male,Married,2
B-2,Europe,72,Bachelor,Technician,39680.62258512397,Yes,No,Once,Medium,Clean,No,No,Germany,1,Female,Married,4
J-1,Asia,51,Master,Athlete,40121.28264534008,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Male,Married,0
L-1,South America,10,Master,Scientist,53841.86489244326,No,No,Multiple,Medium,Clean,No,No,Argentina,1,Female,Married,3
L-1,South America,47,None,Technician,32825.5663182794,Yes,No,Never,High,Clean,No,No,Colombia,1,Male,Single,0
L-1,Europe,10,Bachelor,Athlete,26613.82631787931,Yes,No,Once,Medium,Clean,No,No,Germany,1,Female,Single,3
L-1,Asia,78,Bachelor,Scientist,30297.318647251006,Yes,No,Never,High,Clean,No,No,China,1,Female,Single,0
J-1,Asia,71,High School,Athlete,23019.56585205286,Yes,No,Once,High,Clean,No,Yes,India,1,Female,Single,1
B-1,South America,26,Master,Student,57451.40880377624,No,No,Never,Medium,Clean,No,No,Brazil,1,Female,Married,2
L-1,North America,24,None,Student,57637.42731964325,No,No,Never,High,Clean,Yes,No,Mexico,0,Female,Single,0
B-1,Asia,70,Master,Professor,44288.35872952118,Yes,No,Once,High,Clean,No,No,India,1,Male,Married,1
TN,Africa,79,High School,Professor,61516.31715077671,Yes,No,Never,Medium,Clean,No,No,Nigeria,0,Male,Married,0
TN,South America,41,Master,Professor,902.4064053967595,Yes,Yes,Never,Medium,Clean,No,No,Colombia,1,Male,Single,0
L-1,Europe,53,Bachelor,Scientist,24451.994556803234,Yes,Yes,Once,High,Clean,No,No,UK,1,Female,Single,0
B-2,Asia,53,High School,Professor,49573.79683285132,Yes,No,Never,High,Clean,No,No,Philippines,1,Male,Married,1
B-1,North America,71,Bachelor,Professor,26734.552789856938,Yes,No,Never,High,Negative Content,No,No,Mexico,1,Male,Single,1
J-1,South America,31,Master,Businessperson,36202.189838350496,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Male,Married,1
O-1,Asia,16,High School,Athlete,81319.90944741733,Yes,No,Once,High,Clean,No,No,Philippines,1,Female,Married,2
B-2,North America,38,High School,Student,0.0,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Male,Single,3
O-1,North America,80,Bachelor,Professor,24621.99071863724,No,No,Never,Medium,Clean,No,No,Guatemala,0,Female,Married,2
B-2,South America,31,High School,Technician,67769.27996981025,No,No,Never,High,Negative Content,No,No,Colombia,0,Male,Married,1
J-1,Asia,36,High School,Student,37734.02333000765,Yes,No,Never,High,Clean,No,No,Pakistan,1,Female,Married,4
B-2,Europe,40,Master,Scientist,77581.19930688344,Yes,No,Once,High,Clean,No,No,Germany,1,Male,Single,2
TN,Asia,31,Master,Professor,22395.884924316742,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,0
B-1,Africa,7,Bachelor,Student,12881.559927020775,Yes,No,Multiple,Medium,Clean,No,No,South Africa,1,Female,Married,2
F-1,Europe,65,Master,Scientist,29577.552140388587,Yes,No,Never,Medium,Clean,No,No,UK,1,Female,Married,1
F-1,South America,13,Bachelor,Technician,33719.1143340175,Yes,No,Multiple,Low,Clean,No,No,Brazil,1,Male,Single,2
L-1,Africa,19,Bachelor,Technician,3116.4429930249025,Yes,No,Multiple,Medium,Clean,No,No,Nigeria,1,Male,Single,1
TN,Africa,52,High School,Professor,69254.00224011658,No,Yes,Once,Medium,Negative Content,No,No,Nigeria,0,Male,Married,1
L-1,Asia,17,High School,Student,43690.73474720007,Yes,No,Never,High,Clean,No,No,China,1,Male,Single,1
B-1,North America,49,Bachelor,Technician,15760.482867631466,Yes,No,Never,Medium,Clean,No,No,Canada,1,Female,Single,0
J-1,Africa,61,Master,Businessperson,39601.31328662935,No,No,Multiple,High,Clean,No,No,Ghana,1,Male,Single,1
B-1,South America,70,Bachelor,Athlete,20783.85710793569,No,No,Never,High,Clean,No,No,Colombia,1,Male,Single,3
L-1,South America,17,Bachelor,Businessperson,11288.115057487135,Yes,Yes,Multiple,Medium,Clean,No,No,Argentina,1,Male,Married,0
B-2,North America,23,PhD,Businessperson,50009.27290822627,Yes,No,Once,High,Clean,No,No,Canada,1,Male,Single,3
O-1,Africa,24,Bachelor,Businessperson,60882.87942483027,Yes,No,Multiple,Medium,Clean,No,No,South Africa,1,Female,Single,1
TN,North America,33,High School,Businessperson,47351.63501148022,Yes,No,Never,High,Clean,No,No,Mexico,1,Male,Single,0
B-1,Africa,19,Bachelor,Technician,13236.765962994748,Yes,No,Multiple,High,Clean,No,No,Kenya,1,Female,Married,2
B-1,Asia,41,PhD,Scientist,1155.621476402619,No,No,Once,High,Clean,No,No,Pakistan,1,Male,Single,1
J-1,South America,48,Bachelor,Technician,47298.246956291994,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Single,1
L-1,North America,11,Master,Technician,20307.986248450747,Yes,No,Multiple,Low,Clean,No,No,Guatemala,1,Female,Married,4
B-1,Africa,29,High School,Athlete,25129.337381709236,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Single,2
B-2,Africa,52,Master,Professor,42332.395531554524,No,No,Never,Medium,Clean,No,No,South Africa,1,Male,Married,2
O-1,Europe,78,Master,Technician,29154.834679942534,Yes,No,Never,Low,Clean,No,Yes,Russia,1,Female,Single,4
B-2,Europe,49,Master,Technician,1782.2881232052314,No,No,Never,Medium,Clean,No,No,Germany,1,Male,Single,2
F-1,Europe,68,Master,Businessperson,54801.21469825496,Yes,Yes,Once,High,Clean,No,No,UK,1,Female,Single,3
L-1,Europe,42,None,Technician,43750.311285584336,No,No,Multiple,High,Clean,No,No,Germany,1,Female,Married,2
B-2,Europe,78,Master,Athlete,23231.320710725104,Yes,No,Multiple,High,Negative Content,No,Yes,France,1,Male,Married,1
J-1,Europe,26,None,Businessperson,150.86262864466698,Yes,No,Once,Medium,Clean,No,No,Germany,1,Female,Married,0
O-1,South America,74,Bachelor,Technician,61517.333748868536,Yes,No,Multiple,Low,Clean,No,No,Argentina,1,Female,Married,3
L-1,Africa,44,Bachelor,Scientist,19866.642145811194,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Female,Married,1
B-2,South America,4,High School,Scientist,4814.518957314547,No,No,Once,Medium,Clean,No,No,Argentina,0,Male,Married,3
B-1,Africa,50,Master,Student,12733.87861116288,Yes,No,Once,High,Clean,No,No,South Africa,1,Male,Married,0
L-1,Europe,10,High School,Athlete,28242.522027701496,Yes,No,Multiple,High,Clean,No,No,UK,1,Male,Single,1
B-2,Asia,22,High School,Professor,19743.351447069137,Yes,Yes,Never,Low,Clean,No,No,India,0,Male,Single,3
TN,North America,56,Bachelor,Scientist,35761.66433467001,No,No,Never,Medium,Clean,No,No,Canada,1,Female,Married,2
B-1,North America,55,Master,Businessperson,27653.025430693877,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Single,0
F-1,South America,44,Master,Scientist,43135.55655398519,No,No,Never,Low,Clean,No,No,Argentina,1,Female,Married,0
O-1,Europe,42,Bachelor,Technician,19240.224128092603,Yes,No,Multiple,High,Negative Content,No,No,Russia,1,Male,Married,0
L-1,South America,27,Bachelor,Student,25703.13543187743,Yes,No,Once,High,Clean,No,Yes,Argentina,1,Male,Single,0
L-1,North America,13,Master,Businessperson,33806.681159468724,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Married,0
B-2,Europe,0,High School,Scientist,26267.72161966051,Yes,No,Never,Medium,Clean,No,No,Germany,1,Female,Single,1
F-1,North America,0,Master,Athlete,44190.662703595895,Yes,No,Multiple,High,Negative Content,No,Yes,Guatemala,1,Male,Divorced,1
J-1,Africa,4,Master,Professor,33989.59189217124,Yes,No,Once,High,Clean,No,No,Ghana,1,Female,Divorced,1
B-2,North America,49,Master,Athlete,24791.614676261197,Yes,No,Multiple,Medium,Clean,No,No,Canada,1,Female,Single,1
B-2,Africa,77,Bachelor,Student,4992.018009263749,No,No,Never,High,Clean,No,No,South Africa,1,Male,Single,4
J-1,Asia,77,Master,Businessperson,10149.80646117585,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Male,Married,1
J-1,Europe,79,High School,Scientist,26652.798023711228,Yes,Yes,Never,Medium,Clean,No,No,France,0,Female,Single,0
J-1,North America,32,High School,Technician,17934.23302951543,Yes,No,Once,High,Clean,No,No,Guatemala,1,Female,Divorced,1
O-1,North America,39,Bachelor,Athlete,21000.830283122712,Yes,No,Once,High,Clean,No,No,Mexico,1,Other,Married,0
J-1,North America,37,Bachelor,Technician,0.0,No,No,Never,High,Clean,No,No,Guatemala,1,Female,Married,1
TN,North America,4,Bachelor,Technician,59345.78735854227,Yes,No,Never,High,Clean,No,No,Guatemala,1,Female,Single,1
J-1,Europe,66,Bachelor,Technician,14897.26145538091,Yes,No,Once,High,Clean,No,No,France,1,Male,Married,1
B-1,North America,42,None,Student,50461.81279732843,Yes,No,Never,Low,Clean,No,No,Guatemala,1,Female,Married,1
B-1,South America,5,High School,Athlete,37708.611594632064,No,No,Never,High,Negative Content,No,No,Brazil,0,Female,Married,0
J-1,Africa,38,Bachelor,Technician,33001.92519528623,No,No,Never,High,Clean,No,No,Ghana,1,Male,Married,0
O-1,Africa,51,High School,Student,25520.28434787317,Yes,No,Multiple,Low,Clean,No,No,Kenya,1,Male,Single,0
O-1,North America,4,High School,Student,32254.432794603817,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Single,0
F-1,Asia,55,Bachelor,Scientist,11648.447945061136,Yes,Yes,Once,High,Clean,No,No,India,1,Female,Single,0
O-1,South America,48,Bachelor,Professor,48653.83248345977,Yes,No,Once,High,Clean,No,No,Argentina,1,Male,Married,0
TN,South America,69,Master,Student,29800.57987156343,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Female,Single,1
TN,Asia,71,High School,Athlete,11929.60664296104,No,No,Once,Low,Clean,No,No,India,0,Female,Single,0
F-1,Africa,44,High School,Technician,43171.23145931766,No,No,Multiple,Low,Clean,No,No,Nigeria,0,Male,Married,0
